koi_score,planet_density_proxy,koi_model_snr,koi_fpflag_ss,koi_prad,koi_duration_err1,habitability_index,duration_period_ratio,koi_fpflag_co,koi_prad_err1,koi_time0bk_err1,koi_period,koi_steff_err2,koi_steff_err1,koi_period_err1,koi_depth,koi_fpflag_nt,koi_impact,koi_slogg_err2,koi_insol,koi_disposition_encoded
0.7507537688442211,-0.02845134840638981,0.17937545388525775,0.0,-0.014385901816220117,-0.21839604218200756,-0.016905436864223862,-0.07570984032790584,0.0,-0.11937753144318908,-0.23365338979956923,-0.006971687426522902,0.9753086419753086,-1.1194029850746268,-0.034052505521267123,0.11830050820485616,0.0,-0.5824665676077266,0.33962264150943394,-0.04763299527697434,1
0.7195979899497487,-0.15398282909602135,0.03413217138707336,0.0,0.0266139183600072,-0.10740788959770861,-0.0635632642283564,-0.30864150363710663,0.0,-0.09379663184822,-0.09179240313554507,1.1759819856419351,0.9753086419753086,-1.1194029850746268,0.6741817023679119,0.2955733132561044,0.0,0.0713224368499256,0.33962264150943394,-0.15073408267125546,1
-0.2542713567839196,0.5779520371595332,0.7676107480029047,0.0,0.8732242402445604,-0.3739747428720219,0.6348970205369734,-0.3017820150458341,0.0,1.4410573438499252,-0.39835816769846205,0.2671382394651127,-0.19753086419753085,0.029850746268656716,-0.0752629538658521,7.108735305692921,0.0,0.6404160475482911,-0.4150943396226413,-0.11388960080059557,0
-0.2542713567839196,9.228059605046722,7.002904865649963,1.0,2.2298147815141163,-0.46748470251269364,3.8721439149936647,1.0169757568505469,0.0,3.393732679599232,-0.4469664175406939,-0.21104694678261637,-0.1728395061728395,0.014925373134328358,-0.12247964007611546,5.226631987816772,0.0,1.0965824665676076,-0.33962264150943394,0.9267137748813142,2
0.7507537688442211,0.37142996830133157,0.25344952795933184,0.0,0.020859557633519155,-0.3482619450592371,0.16282541135573833,0.2737436378020681,0.0,0.14495843103815814,-0.341092225287764,-0.19028316807526,-0.6296296296296297,0.19402985074626866,-0.11122638884197353,0.10974487089543297,0.0,0.24219910846953924,-0.7358490566037734,0.9684521412270103,1
0.7507537688442211,0.08587131554954229,0.625272331154684,0.0,0.10357849307678475,-0.28642103892722304,0.10997155206007661,0.0285224854813821,0.0,0.3112342784054572,-0.3118855515628179,0.03531956618338792,-0.8888888888888888,0.4925373134328358,-0.05782652685354526,0.7354699611574066,0.0,0.0,-0.9150943396226414,-0.0217356814215453,1
0.7507537688442211,0.2049036456909529,0.243282498184459,0.0,0.022298147815141167,-0.2659158963676605,0.10621979450679443,0.38001832637879157,0.0,0.1534853975698145,-0.2607738725441621,-0.14792455605548263,-0.8888888888888888,0.4925373134328358,-0.0896753511011168,0.16634896733457677,0.0,0.33283803863298655,-0.9150943396226414,0.3600605328354019,1
0.742713567839196,0.11209091938579002,-0.12273057371096584,0.0,-0.06257867290055745,0.05207655253222242,0.015172523444693966,0.570189358856741,0.0,-0.008526966531656369,0.021905005293709628,-0.1892037688909064,-0.8888888888888888,0.4925373134328358,-0.06603001188701066,-0.14815626015981928,0.0,0.3224368499257057,-0.9150943396226414,0.8239299967048659,1
-0.2542713567839196,3.9994762800283175,0.3522149600580973,1.0,2.643409458730444,-0.04231219893243063,4.387089535087489,0.30129920222986223,1.0,2.519718610104455,-0.19505885666303324,-0.06295279294614052,0.4444444444444444,-0.6716417910447762,-0.054866838135589124,-0.14322821306959155,0.0,0.937592867756315,0.32075471698113206,0.774478575525696,2
0.7507537688442211,0.13512527025214882,2.0108932461873636,0.0,0.23736737996763171,-0.4065225882046609,0.12725736341988728,-0.1690642229542299,0.0,-0.13643146450650182,-0.40503397883559256,0.16628667027241129,0.9506172839506173,-1.208955223880597,-0.08832418886031074,3.060413066169299,0.0,-0.7221396731054978,0.9811320754716981,-0.12432419238701962,1
0.5608040201005026,2.6812319069621227,62.17647058823529,0.0,0.7610142060780434,-0.4814802760057285,1.3406918613504635,0.32511130882075706,0.0,-0.012790449797484555,-0.45805452260127155,-0.19173067303290592,1.0123456790123457,-1.164179104477612,-0.1232388645733303,9.437237555825533,0.0,0.41604754829123314,1.0188679245283019,0.7674489559306313,1
0.7507537688442211,3.649345435205368,86.01960784313724,1.0,0.9811185038662111,-0.4783556828537951,2.6847603044988815,1.4020078085340555,0.0,0.1151140481773609,-0.4572930628934426,-0.19873087066013373,0.8765432098765432,-1.1940298507462686,-0.1231873917260615,4.265320579729984,0.0,-0.4665676077265974,0.9905660377358491,4.9015731214684095,1
0.7487437185929648,2.340799037696525,24.953522149600577,0.0,0.8725049451537492,-0.46370915245410754,1.7505978009761933,0.531119069578075,0.0,0.24301854615220633,-0.4540490359189933,-0.16403599971313612,0.2839506172839506,-0.6567164179104478,-0.12268874851814497,5.956598963056758,0.0,0.138187221396731,0.8207547169811321,1.3815765386446017,1
0.7507537688442211,-0.03669025238840023,0.3943355119825708,0.0,-0.09350836180543068,-0.34598359588595234,-0.05097624760560104,0.32870294551579554,0.0,-0.1577488808356427,-0.3097993605824646,-0.159120035166465,0.5308641975308642,-0.7611940298507462,-0.1022990668937906,-0.213452884105337,0.0,-0.7236255572065379,0.16981132075471697,0.44891931802926566,1
-0.2542713567839196,11.822395020084617,8.69498910675381,1.0,10.64916381945693,-0.4478583517771124,9.647712998345284,-0.07141982364157991,0.0,16.721381368578125,-0.4452974647564112,0.04656518834640299,-0.14814814814814814,-0.014925373134328358,-0.1169559601535821,12.00598210160675,0.0,2.890044576523031,-0.4150943396226413,-0.06924663469166088,2
-0.2542713567839196,0.17181051985580448,2.7777777777777772,1.0,0.33950728286279447,-0.2903267803671397,0.1531765494357959,0.24773520667956245,0.0,0.09379663184821997,-0.37113337540485153,0.2541002531820977,0.1111111111111111,-0.07462686567164178,-0.05679706990816922,5.801228589517634,0.0,0.3952451708766716,0.7924528301886792,-0.14026287848277377,2
-0.2542713567839196,2.572497866831695,33.312273057371094,1.0,3.3684589102679374,-0.47731415180315073,2.80880397998225,-0.1388748569436929,0.0,6.6041355787678535,-0.45426808597193036,0.24929399619631054,-0.49382716049382713,0.3880597014925373,-0.11971297453541732,50.540572543248736,0.0,0.7830609212481424,-0.7169811320754714,-0.09354519825724016,2
-0.2542713567839196,0.2667149505185412,4.066085693536674,1.0,0.3941737097644309,-0.2896758234604869,0.23715006791937532,0.1902350138742746,0.0,0.14922191430398632,-0.3939771666397201,0.1768494724176706,0.08641975308641975,0.1791044776119403,-0.0795416342950713,6.869177461029072,0.0,-0.3655274888558693,0.5660377358490567,-0.1257154712652095,2
0.7507537688442211,-0.0058451421516543525,0.9259259259259258,0.0,0.0007192950908110218,-0.3843900533784664,-0.03329446552942777,-0.032160367297304183,0.0,-0.14495843103815817,-0.36748254118923324,-0.012617959354883905,0.1728395061728395,-0.373134328358209,-0.08996488586700381,0.5785937954518231,0.0,-0.22436849925705796,0.9150943396226414,-0.11077752962569717,1
